SlNo,State_Code,State,District_Key,District,Confirmed,Active,Recovered,Deceased,Migrated_Other,Delta_Confirmed,Delta_Active,Delta_Recovered,Delta_Deceased,District_Notes,Last_Updated
719,WB,West Bengal,WB_Murshidabad,Murshidabad,34238,57,33850,331,0,2,-1,3,0,,
720,WB,West Bengal,WB_Nadia,Nadia,74782,318,73563,901,0,13,-10,20,3,,
721,WB,West Bengal,WB_North 24 Parganas,North 24 Parganas,335535,1318,329217,5000,0,68,-15,80,3,,
0,WB,West Bengal,WB_Other State,Other State,66,0,63,3,0,0,0,0,0,,
722,WB,West Bengal,WB_Paschim Bardhaman,Paschim Bardhaman,58843,259,58220,364,0,12,-4,16,0,,
718,WB,West Bengal,WB_Paschim Medinipur,Paschim Medinipur,54320,159,53651,510,0,9,-1,10,0,,
723,WB,West Bengal,WB_Purba Bardhaman,Purba Bardhaman,42745,122,42415,208,0,2,-6,8,0,,
724,WB,West Bengal,WB_Purba Medinipur,Purba Medinipur,63538,89,63045,404,0,11,6,5,0,,
725,WB,West Bengal,WB_Purulia,Purulia,19513,24,19375,114,0,1,-1,2,0,,
726,WB,West Bengal,WB_South 24 Parganas,South 24 Parganas,103735,534,101812,1389,0,28,-4,32,0,,
727,WB,West Bengal,WB_Uttar Dinajpur,Uttar Dinajpur,20153,61,19851,241,0,4,0,4,0,,
728,AN,Andaman and Nicobar Islands,AN_Unknown,Unknown,7650,-16,7537,129,0,0,0,0,0,,
729,AP,Andhra Pradesh,AP_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
730,AR,Arunachal Pradesh,AR_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
731,AS,Assam,AS_Unknown,Unknown,112691,-455181,565345,1180,1347,0,0,0,0,,
732,BR,Bihar,BR_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
733,CH,Chandigarh,CH_Unknown,Unknown,100,27,73,0,0,0,0,0,0,,
734,CT,Chhattisgarh,CT_Unknown,Unknown,3,-2,4,1,0,0,0,0,0,,
735,DN,Dadra and Nagar Haveli and Daman and Diu,DN_Unknown,Unknown,9,1,8,0,0,0,0,0,0,,
737,DL,Delhi,DL_Unknown,Unknown,1441500,-255,1416656,25099,0,0,0,0,0,,
738,GA,Goa,GA_Unknown,Unknown,173417,-3240,173458,3199,0,0,0,0,0,,
739,GJ,Gujarat,GJ_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
740,HR,Haryana,HR_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
741,HP,Himachal Pradesh,HP_Unknown,Unknown,1,1,0,0,0,0,0,0,0,,
742,JK,Jammu and Kashmir,JK_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
743,JH,Jharkhand,JH_Unknown,Unknown,51,-8,59,0,0,0,0,0,0,,
744,KA,Karnataka,KA_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
745,KL,Kerala,KL_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
746,LA,Ladakh,LA_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
747,LD,Lakshadweep,LD_Unknown,Unknown,40,6,33,1,0,0,0,0,0,,
748,MP,Madhya Pradesh,MP_Unknown,Unknown,1417,-2252,2176,1493,0,0,0,0,0,,
749,MH,Maharashtra,MH_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
750,MN,Manipur,MN_Unknown,Unknown,1728,-119611,121243,96,0,0,0,0,0,,
751,ML,Meghalaya,ML_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
752,MZ,Mizoram,MZ_Unknown,Unknown,61,-47,107,1,0,0,0,0,0,,
753,NL,Nagaland,NL_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
754,OR,Odisha,OR_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
755,PY,Puducherry,PY_Unknown,Unknown,1043,-136,1161,18,0,0,0,0,0,,
756,PB,Punjab,PB_Unknown,Unknown,24,-21,44,1,0,0,0,0,0,,
757,RJ,Rajasthan,RJ_Unknown,Unknown,0,-2,2,0,0,0,0,0,0,,
758,SK,Sikkim,SK_Unknown,Unknown,2245,-24356,26159,244,198,0,0,0,0,,
759,TN,Tamil Nadu,TN_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
760,TG,Telangana,TG_Unknown,Unknown,1392,-674294,671700,3986,0,0,0,0,0,,
761,TR,Tripura,TR_Unknown,Unknown,8,1,7,0,0,0,0,0,0,,
762,UP,Uttar Pradesh,UP_Unknown,Unknown,23,7,16,0,0,0,0,0,0,,
763,UT,Uttarakhand,UT_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
764,WB,West Bengal,WB_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
